game_id,period_id,episode_id,time_seconds,team_id,player_id,action_id,type_name,result_name,start_x,start_y,end_x,end_y,is_home,game_episode,prev_type_name,prev_end_x,prev_end_y,dist_to_goal,angle_to_goal,dist_to_center
126283,1,1,124.367,2354,500146,68,Pass,Successful,101.054205,52.757324,97.13403,41.793072,True,126283_1,Carry,101.054205,52.757324,19.167850735619812,-78.12045439063218,52.051397933417704
126283,1,3,194.067,2354,344559,84,Pass,Unsuccessful,100.22166,0.0660280000000028,95.92716,0.2373199999999968,True,126283_3,Carry,100.22166,0.0660280000000028,34.26874653167787,81.98471597557875,58.556564865541624
126283,1,4,215.033,4639,77845,96,Pass,Unsuccessful,5.4578475,66.3434588,7.246953000000005,66.1220644,False,126283_4,Interception,4.435829999999996,64.0314996,104.6648912075131,-18.000131639524277,57.08820752993172
126283,1,5,227.733,2354,500147,101,Pass,Unsuccessful,60.171825000000005,2.1088160000000045,76.70565,0.0,True,126283_5,Recovery,80.49237,0.0,55.01466068924247,35.42840358304866,32.80098345709288
126283,1,6,255.767,2354,500145,134,Pass,Successful,33.18567,26.107444,40.687185,22.635908,True,126283_6,Tackle,72.033465,41.392348,72.24673303037332,6.271764372060264,20.864701856533582
126283,1,7,461.906,4639,491810,279,Pass,Unsuccessful,33.669825,10.162872,52.707795,0.1375925600000016,False,126283_7,Carry,33.669825,10.162872,75.20772923589043,18.47860442297379,30.377362654104928
126283,1,8,616.633,2354,250036,386,Pass,Successful,59.68725,65.4478308,80.43462,58.498564,True,126283_8,Pass,59.68725,65.4478308,55.15624510957875,-34.76131562462572,32.2586829332496
126283,1,9,670.133,4639,188348,420,Pass,Unsuccessful,100.49466,61.126492,98.972475,62.3224216,False,126283_9,Carry,100.49466,61.126492,27.498084601325672,-80.57003198022728,55.13015469542657
126283,1,10,695.4730000000001,4639,412018,425,Pass,Successful,102.21351,51.930444,95.68083,59.46532,False,126283_10,Pass_Corner,102.21351,51.930444,18.145670242711788,-81.16657885561276,52.84821566105364
126283,1,11,894.237,4639,97086,573,Pass,Successful,67.93426500000001,11.028171999999998,90.346515,14.220024000000002,False,126283_11,Carry,67.93426500000001,11.028171999999998,43.60703604639747,31.78894329030027,27.675285323765127
126283,1,12,940.933,2354,61979,588,Pass,Unsuccessful,80.99112000000001,66.8271088,81.475905,65.4800288,True,126283_12,Pass,80.99112000000001,66.8271088,40.66995686033411,-53.819248711658055,43.46680332186205
126283,1,13,997.233,4639,142258,629,Pass,Unsuccessful,14.527694999999994,21.594692,71.61325500000001,0.0,False,126283_13,Carry,14.527694999999994,21.594692,91.31883507025202,7.8075488396496295,39.9473104675132
126283,1,14,1087.986,4639,188348,688,Pass,Unsuccessful,67.06518,53.216936,102.647076,31.934364,False,126283_14,Carry,67.06518,53.216936,42.52459520866126,-26.8657593529508,24.11296534357597
126283,1,15,1169.467,2354,250037,737,Pass,Unsuccessful,82.461225,20.700696,101.62824,23.5025,True,126283_15,Carry,82.461225,20.700696,26.169980232798057,30.543295182842936,32.78027593515712
126283,1,17,1228.5,4639,491802,751,Pass,Successful,19.58355,64.1675608,15.825914999999997,67.1214604,False,126283_17,Pass,18.79857,64.3340384,90.58725989466839,-19.452308523864797,44.64946142143482
126283,1,18,1250.814,4639,412018,761,Pass,Unsuccessful,36.8235,62.2276704,42.053655,62.9670276,False,126283_18,Pass,36.8235,62.2276704,73.78913557198672,-22.491419824555688,32.288605241803744
126283,1,19,1288.691,4639,407605,788,Pass,Unsuccessful,52.63965,13.371043999999998,58.463055,11.569247999999996,False,126283_19,Interception,52.008285,10.905364,56.27752728907371,21.503472273555133,20.62942868264742
126283,1,20,1305.9,2354,82938,796,Pass,Successful,71.73537,63.8567328,67.91694,62.3309284,True,126283_20,Interception,71.73537,63.8567328,44.69854698452172,-41.90962407614079,35.51653069385432
126283,1,21,1382.989,4639,77845,850,Pass,Successful,2.190247499999998,60.12254,5.775987000000001,68.0,False,126283_21,Tackle,97.661655,7.770156,106.07653984346801,-14.256381209459072,56.687373308902366
126283,1,22,1430.853,4639,412018,867,Pass,Unsuccessful,57.254925,41.13864,58.112985,68.0,False,126283_22,Pass,57.254925,41.13864,48.27579484384721,-8.503627920588798,8.577266044913438
126283,1,23,1607.8,2354,250037,984,Pass,Successful,83.351205,43.050528,93.951585,42.312184,True,126283_23,Carry,83.351205,43.050528,23.464491940606965,-22.68792772691661,32.15134378266029
126283,1,24,1783.433,4639,491810,1092,Pass,Successful,3.079282500000005,8.366652000000002,14.105279999999992,13.556956,False,126283_24,Carry,3.079282500000005,8.366652000000002,105.09472482196198,14.1172550668798,55.67293640453959
126283,1,25,1850.367,2354,250036,1108,Pass,Successful,93.90717,37.503836,94.921785,14.487264000000003,True,126283_25,Pass,93.90717,37.503836,11.633045350371336,-17.529499711188947,41.55515123451959
126283,1,26,1943.4,4639,188348,1140,Pass,Unsuccessful,50.741985,25.730996,69.3462,30.366352,False,126283_26,Pass,50.741985,25.730996,54.88450253844195,8.665287168186318,8.453818302532943
126283,1,27,2009.833,4639,188348,1165,Pass,Successful,54.984195,20.19702,59.4384,13.384576000000004,False,126283_27,Interception,59.4384,13.384576000000004,51.88547972871047,15.428033753482625,14.024745333817119
126283,1,28,2052.233,2354,344559,1187,Pass,Unsuccessful,80.457405,10.226383999999996,85.298535,0.0,True,126283_28,Pass,80.457405,10.226383999999996,34.1690472072237,44.08818322568293,36.69879169740444
126283,1,29,2162.367,2354,344559,1260,Pass,Unsuccessful,97.92615,61.4443104,101.494428,40.285308,True,126283_29,Pass,96.00696,60.237664,28.341304259932148,-75.54644780931633,53.072829933536134
126283,1,30,2212.033,2354,500145,1290,Pass,Unsuccessful,62.05531499999999,14.816996000000003,81.472335,6.2458680000000015,True,126283_30,Carry,62.05531499999999,14.816996000000003,47.034387550102544,24.069885276371746,21.431091601065045
126283,1,31,2253.023,4639,491810,1310,Pass,Unsuccessful,20.41725,3.185460000000006,22.869105000000005,3.518183999999991,False,126283_31,Pass,20.078625,3.862263999999996,90.02098351481226,20.0173066582476,44.484140128523336
126283,1,32,2371.7000000000003,2354,500145,1378,Pass,Successful,62.64436499999999,13.635088000000003,64.992795,3.226327999999995,True,126283_32,Carry,62.64436499999999,13.635088000000003,46.99712179507347,25.678602181542466,22.751654489750162
126283,1,33,2480.6330000000003,4639,412018,1443,Pass,Successful,100.286025,65.5218556,91.64442,65.4827488,False,126283_33,Carry,100.286025,65.5218556,31.87238523813171,-81.49466248851904,57.24623625853385
126283,1,34,2507.667,2354,82938,1451,Pass,Unsuccessful,32.018175,1.6827279999999971,32.777535,0.0,True,126283_34,Duel,32.08464,2.3629999999999995,79.81699599616995,23.884366436586447,38.2610928340084
126283,1,35,2533.775,4639,142258,1464,Pass,Unsuccessful,10.321185,30.474404,64.52733,68.0,False,126283_35,Carry,10.321185,30.474404,94.74443433236299,2.1325624077014362,42.32590532947217
126283,1,36,2652.333,2354,250037,1550,Pass,Successful,82.12764,50.530868,93.309825,62.4136436,True,126283_36,Carry,82.12764,50.530868,28.22081587769964,-35.857307134888366,33.92737314917003
126283,1,37,2672.2000000000003,2354,250036,1560,Pass,Successful,70.31829,64.6566508,89.373795,43.67769199999999,True,126283_37,Pass,68.765235,64.2726412,46.28878100357839,-41.474845195469655,35.45873230668632
126283,1,38,2762.033,2354,142106,1603,Pass,Unsuccessful,87.634575,3.2465239999999937,92.862735,14.751239999999996,True,126283_38,Pass,88.09667999999999,3.2378199999999997,35.31761984496126,60.54808429435178,46.6927686747445
126283,2,40,48.646999999999935,4639,188348,1655,Pass,Unsuccessful,30.60141,52.667496,29.365245,68.0,False,126283_40,Pass,30.60141,52.667496,76.7047951623503,-14.085410721812119,28.775400099705234
126283,2,41,88.76700000000028,2354,61979,1682,Pass,Unsuccessful,80.66236500000001,63.8043456,84.054915,61.2665176,True,126283_41,Pass,80.66236500000001,63.8043456,38.47881877133788,-50.76560904843357,41.00509503753728
126283,2,42,109.20000000000029,2354,250037,1694,Pass,Successful,88.859295,65.348,98.41923,67.88465024,True,126283_42,Carry,88.859295,65.348,35.259317377071056,-62.75661054392964,48.00724358778605
126283,2,43,207.1330000000003,2354,61979,1739,Pass,Unsuccessful,81.64590000000001,64.6456688,97.919115,65.0855132,True,126283_43,Pass,81.27861,64.444926,38.530131105529506,-52.69011504978462,42.292322033784025
126283,2,44,276.63300000000027,4639,491802,1789,Pass,Successful,40.44589500000001,40.049892,55.222335,15.989179999999998,False,126283_44,Carry,40.44589500000001,40.049892,64.83697760971503,-5.354016685925019,13.487128699715473
126283,2,45,358.3000000000002,2354,250036,1835,Pass,Unsuccessful,68.366655,53.678656,90.768195,62.0283216,True,126283_45,Carry,68.366655,53.678656,41.58426947603338,-28.24374901840347,25.278454123133415
126283,2,46,486.152,4639,188348,1894,Pass,Unsuccessful,85.855665,56.0643,101.37246,45.93808,False,126283_46,Recovery,101.37246,45.93808,29.211964964415266,-49.05309497464771,39.992920899607036
126283,2,47,620.9000000000001,2354,82938,1969,Pass,Unsuccessful,48.065745,54.567824,48.719475,54.619368,True,126283_47,Pass,48.065745,54.567824,60.53548361498404,-19.86254256860409,21.04038976587651
126283,2,48,743.7330000000002,2354,500147,2063,Pass,Unsuccessful,50.26539,4.181795999999999,102.523722,29.600944,True,126283_48,Carry,50.26539,4.181795999999999,62.329790803737794,28.58057040085134,29.90181886838518
126283,2,49,827.5999999999999,2354,500145,2109,Pass,Successful,25.443705,57.573084,21.59514,47.659908,True,126283_49,Pass,23.990715,59.013732000000005,82.97526356329386,-16.50492310781524,35.88500227669048
126283,2,50,940.967,2354,61979,2172,Pass,Unsuccessful,70.033215,64.2796044,78.99003,56.441564,True,126283_50,Pass,70.033215,64.2796044,46.255059137965915,-40.891035295856874,34.98954230704832
126283,2,51,1017.6460000000002,4639,345446,2211,Pass,Unsuccessful,73.03359,56.044852,83.78622,61.7050088,False,126283_51,Carry,73.03359,56.044852,38.83074642586727,-34.59113717850632,30.1264637485053
126283,2,52,1063.5,2354,250037,2220,Pass,Successful,21.194145,30.19064,34.281135000000006,42.179312,True,126283_52,Interception,34.281135000000006,42.179312,83.89238675762317,2.602564218277196,31.536768713529057
126283,2,53,1143.8580000000002,4639,77845,2284,Pass,Successful,74.964855,66.5794324,80.749725,52.448876,False,126283_53,Pass,74.964855,66.5794324,44.31172926751104,-47.32688270174312,39.573843958822025
126283,2,54,1211.167,2354,250037,2312,Pass,Successful,32.872665,51.286756,50.522325,52.83192,True,126283_54,Recovery,50.522325,52.83192,74.1699695780291,-13.47785231152286,26.154621239959887
126283,2,55,1471.7399999999998,4639,491810,2417,Pass,Unsuccessful,44.382135,10.569444000000004,48.132525,10.817915999999997,False,126283_55,Pass,42.703395,10.480227999999997,64.9885875491025,21.13295714473519,24.796989467017177
126283,2,56,1535.946,4639,77845,2455,Pass,Successful,82.516245,60.58902,83.31813000000001,47.70778,False,126283_56,Pass,81.27063,61.6016692,34.82090210578159,-49.782039324582044,40.09926368975401
126283,2,58,1599.6999999999998,2354,344559,2476,Pass,Unsuccessful,27.337695,60.559304,43.38978,64.680852,True,126283_58,Carry,27.337695,60.559304,82.07819592850127,-18.87989251416327,36.58603861963523
126283,2,59,1669.6000000000004,4639,491803,2503,Pass,Unsuccessful,29.878379999999996,31.468564,63.94731,49.59138,False,126283_59,Pass,29.878379999999996,31.468564,75.16425985564214,1.9300134406323182,22.762817480410817
126283,2,60,1798.1329999999998,2354,250037,2599,Pass,Unsuccessful,28.435785,17.679863999999995,47.801565,4.844523999999993,True,126283_60,Recovery,47.801565,4.844523999999993,78.28426315438321,12.032866779898331,29.076335440091505
126283,2,61,1834.17,4639,250899,2617,Pass,Unsuccessful,46.32642,47.993312,56.11546500000001,68.0,False,126283_61,Recovery,63.990885,52.902436,60.31916586579877,-13.414131521718266,15.29463535837792
126283,2,62,1846.4220000000005,4639,250899,2626,Pass,Successful,44.87616,59.663064,55.774005,66.5365312,False,126283_62,Pass,44.62122,60.618532,65.37177518022358,-23.114570218006143,26.77154814749599
126283,2,63,1909.42,4639,142258,2674,Pass,Successful,12.347475000000005,32.375412,25.530329999999992,8.390723999999999,False,126283_63,Catch,2.0701695000000058,36.1828,92.66676683172544,1.0045327777658828,40.18537731620009
126283,2,64,1951.563,4639,412018,2703,Pass,Unsuccessful,77.46585,53.934404,95.230485,53.128808,False,126283_64,Carry,77.46585,53.934404,33.99279157494594,-35.90410070472131,31.947991001903645
126283,2,65,1963.058,4639,345444,2713,Pass,Unsuccessful,93.1854,64.45635,95.6655,56.634684,False,126283_65,Pass,92.50626,64.3527928,32.66762967346269,-68.79777551574085,50.82215096276918
126283,2,66,2003.4800000000005,4639,188342,2721,Pass,Unsuccessful,61.80352500000001,49.077028,80.05682999999999,37.777468,False,126283_66,Pass,61.80352500000001,49.077028,45.75207345835168,-19.24071146525358,17.716442948244694
126283,2,67,2015.115,4639,412018,2730,Pass,Unsuccessful,83.955165,67.228472,84.52269,67.1274716,False,126283_67,Pass,83.955165,67.228472,39.332129762218685,-57.65238904844722,45.75542324831023
126283,2,68,2058.8,4639,491803,2746,Pass,Successful,69.583185,19.491656,85.590015,0.0,False,126283_68,Carry,69.583185,19.491656,38.27326521694433,22.27624570745179,22.412658373485307
126283,2,69,2085.183,4639,188346,2758,Pass,Successful,94.659705,5.186087999999998,82.6917,17.156332000000006,False,126283_69,Pass,94.659705,5.186087999999998,30.613121785122946,70.2587309250087,51.06547023606822
126283,2,70,2139.965,4639,407605,2777,Pass,Successful,61.50963000000001,43.300836,65.29246499999999,57.989176,False,126283_70,Pass,61.50963000000001,43.300836,44.47378815702341,-12.071415961502849,12.949091977269916
126283,2,72,2258.1670000000004,2354,61979,2836,Pass,Successful,67.771515,66.5665532,101.14713,53.188444,True,126283_72,Carry,67.771515,66.5665532,49.462515936046515,-41.17862750586059,35.96942531822903
126283,2,73,2417.486,4639,345446,2936,Pass,Successful,42.351435,18.072224,49.408695,16.493468,False,126283_73,Pass,40.55383499999999,16.086827999999997,64.6416022764396,14.264662395888529,18.886170068740803
126283,2,74,2544.733,4639,407605,2966,Pass,Unsuccessful,49.44051,36.995128,103.12827,61.3416168,False,126283_74,Carry,49.44051,36.995128,55.64016283941379,-3.0857418685111973,4.281503333699973
126283,2,76,2715.8,2354,250037,2988,Pass,Unsuccessful,87.532095,11.378712,100.030245,11.355523999999996,True,126283_76,Carry,87.532095,11.378712,28.580594393188694,52.3250824972542,41.700963428534465
126283,2,77,2794.933,2354,344559,3034,Pass,Unsuccessful,36.698445,37.903948,61.90044,29.084076,True,126283_77,Recovery,61.90044,29.084076,68.41303403156982,-3.2713257294523617,16.276668897680786
126283,2,78,2854.633,2354,142106,3084,Pass,Successful,27.975255,2.2521600000000035,81.17718,4.7832560000000015,True,126283_78,Carry,27.975255,2.2521600000000035,83.3110838183049,22.400337664734597,40.11718412327347
126283,2,80,2946.1000000000004,2354,253677,3104,Pass,Successful,97.137495,22.240624000000004,91.30044,28.202727999999997,True,126283_80,Recovery,91.30044,28.202727999999997,14.145738184499278,56.23268571129057,46.16046884277066
126283,2,81,3065.3330000000005,2354,500147,3172,Pass,Successful,46.148340000000005,14.312776,61.91115,0.6886360000000025,True,126283_81,Carry,46.148340000000005,14.312776,62.05726930490719,18.496264872213583,20.686478037156927
126284,1,1,40.3,4640,354791,20,Pass,Successful,30.184875,30.104823999999997,31.824975,21.618628,True,126284_1,Carry,30.184875,30.104823999999997,74.91645563450396,2.98035751454823,22.652531863714504
126284,1,2,88.5,4640,61913,39,Pass,Successful,45.029985,62.6999644,62.25975,66.508216,True,126284_2,Pass,45.08469,61.8407708,66.48376234586526,-25.574467043643814,29.656181154381496
126284,1,3,142.067,4640,491837,56,Pass,Unsuccessful,50.345505,5.315083999999999,86.51391,17.701556000000004,True,126284_3,Pass,48.446475,7.297148,61.724697080116,27.692327589014205,28.765713177880382
126284,1,4,226.4,4640,61932,113,Pass,Successful,91.00539,7.2304400000000015,79.26744000000001,2.7001439999999945,True,126284_4,Carry,91.00539,7.2304400000000015,30.206927212904322,62.40029881424417,46.896422055906356
126284,1,5,359.133,4640,491837,197,Pass,Unsuccessful,59.091795000000005,0.8055960000000084,63.805455,1.343748000000005,True,126284_5,Carry,59.091795000000005,0.8055960000000084,56.65184677693429,35.86920096642624,33.84257995834893
126284,1,6,416.667,4657,500486,241,Pass,Successful,26.996759999999995,19.38945200000001,43.958670000000005,7.120075999999997,False,126284_6,Pass,25.65423,20.358248000000003,79.3597729542991,10.608968915754879,29.391892816862
